"","u","g","z","redshift","MJD","cam_col","fieldbin","runbin","class"
"4833",-2.00921,-1.94869,-1.45681,-0.789,-0.03133,"4","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"4834",-1.53757,-1.95701,-2.2435,-0.70253,-1.36725,"1","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4835",0.73612,0.99943,1.20711,0.32491,1.35381,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4836",0.69104,1.14798,0.28803,-0.06071,0.44918,"4","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4837",0.83684,0.75619,0.07573,-0.04879,0.17935,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"4838",-0.92049,-0.75949,-0.16556,-0.789,-0.11372,"4","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"4839",-0.10676,0.0099,0.07302,-0.4528,-1.2561,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4840",1.995,0.2605,-0.35636,-0.05702,-0.06008,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4841",1.62208,0.36331,-0.16686,-0.26354,0.26837,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4842",0.02799,0.50132,0.90116,0.181,0.44697,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4843",-0.13611,0.48732,1.88914,-0.78974,0.97891,"4","(-0.45,-0.06]","(0.8,1.9]","STAR"
"4844",-0.27567,0.38403,1.34432,2.05322,0.64272,"6","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4845",0.30718,-0.02597,-0.48039,-0.25269,0.22745,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4846",0.41947,0.33491,0.09782,0.00222,0.44476,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4847",-0.70084,-0.47769,-0.25285,-0.4099,-1.46622,"4","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4848",0.13007,0.67769,1.94393,1.57726,1.18018,"5","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"4849",-0.97626,-1.30859,-1.56548,-0.53904,-1.77974,"1","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"4850",0.4458,0.87577,0.16676,-0.22229,0.42264,"4","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4851",-1.21382,-0.7221,-0.09327,-0.19196,-1.96885,"5","(0.58,5.4]","(-2.23,-0.831]","QSO"
"4852",-0.7254,-1.08527,-1.27009,-0.60376,-0.84748,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4853",-1.01021,-1.32463,-1.39518,-0.67518,-1.77698,"5","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"4854",1.13459,1.56714,2.29758,-0.72481,0.81966,"1","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4855",1.10863,0.33935,-0.08666,-0.78947,-1.69514,"5","(-0.06,0.58]","(-0.327,0.048]","STAR"
"4856",-0.96264,-1.33155,-1.4575,-0.662,-0.93152,"6","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4857",1.46639,1.4855,0.58797,0.09832,-0.19279,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4858",-1.4553,-1.35109,-1.328,-0.78909,-1.17593,"4","(0.58,5.4]","(-0.327,0.048]","STAR"
"4859",-1.12346,-0.69214,0.14609,0.2086,0.15115,"3","(-1.18,-0.774]","(0.048,0.8]","QSO"
"4860",-0.6754,-0.13143,0.66376,0.94182,0.2363,"2","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"4861",0.5147,0.47505,1.23546,-0.78854,1.6242,"3","(0.58,5.4]","(0.048,0.8]","STAR"
"4862",0.6756,1.31229,1.72914,0.34544,0.13235,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4863",-0.09968,0.19725,1.09543,2.51254,0.00019,"4","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"4864",1.4377,0.70226,0.37519,-0.78922,1.06683,"2","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"4865",1.02311,0.68724,0.24925,-0.06815,0.0671,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4866",1.15381,1.63644,0.48652,0.1797,1.00158,"6","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4867",0.88329,2.63207,0.05613,0.81879,1.01485,"5","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4868",0.18689,0.54263,1.2463,-0.79126,1.04747,"3","(-0.06,0.58]","(-0.327,0.048]","STAR"
"4869",-1.52501,-1.58851,-1.30268,-0.70286,-0.97797,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4870",0.07323,-0.28256,-0.70783,-0.42689,0.26837,"4","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4871",0.59624,1.0109,1.69344,0.3063,1.40799,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4872",0.38898,0.70997,-0.12616,0.00816,0.02231,"2","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4873",-1.10414,-0.6085,0.30678,0.63421,1.36155,"3","(-0.45,-0.06]","(0.8,1.9]","QSO"
"4874",-1.06646,-0.92774,-0.34374,-0.79045,0.35076,"1","(-0.774,-0.45]","(0.8,1.9]","STAR"
"4875",-0.09305,0.19222,0.87408,-0.78941,0.97172,"6","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"4876",-1.88647,-1.83813,-1.34865,-0.78894,0.26782,"3","(0.58,5.4]","(0.048,0.8]","STAR"
"4877",0.54644,0.59462,-0.50279,-0.78915,0.80141,"6","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"4878",0.7464,0.74852,0.80248,0.27264,0.95015,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4879",-0.82802,-1.29853,-1.75242,-0.78933,-1.45129,"5","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"4880",0.4976,1.22299,1.87957,-0.35945,0.60677,"2","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4881",-0.14179,0.39075,1.12732,0.46164,0.76934,"1","(-0.45,-0.06]","(0.8,1.9]","QSO"
"4882",1.21372,1.23169,0.25759,0.03812,0.0389,"1","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4883",1.76406,1.27224,0.48328,0.18144,-0.04515,"6","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4884",0.17274,0.03192,-0.42656,-0.30414,-1.74933,"2","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4885",-0.00447,0.46822,1.15017,1.39699,0.78703,"2","(-0.06,0.58]","(-0.327,0.048]","QSO"
"4886",1.0525,0.96087,0.38754,0.06338,-0.12699,"5","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"4887",-1.19928,-1.53656,-1.76648,-0.63394,0.5465,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4888",0.53607,0.46106,1.12997,-0.78855,1.6336,"1","(0.58,5.4]","(0.048,0.8]","STAR"
"4889",1.81778,1.28049,0.41438,-0.14818,0.86832,"2","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4890",1.16671,1.53837,0.52694,0.25194,0.67257,"6","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4891",-0.08669,0.45192,1.26661,0.1294,1.5689,"3","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4892",-0.82728,-1.21054,-1.48526,-0.54859,-0.94369,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4893",-0.04315,0.51328,0.29324,0.06411,0.4431,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4894",-1.29508,-1.32348,-1.19605,-0.61476,-0.9741,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4895",-0.36016,-0.27436,0.00966,3.05408,1.04637,"5","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4896",-1.97698,-2.18244,-2.0238,-0.78952,-0.40014,"5","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"4897",0.42784,0.88788,0.19819,0.05009,-0.14855,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4898",0.66914,1.23332,0.33312,0.01971,0.00019,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4899",0.79843,1.50193,0.58,0.38416,0.96453,"1","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4900",-0.39097,-0.03399,0.7144,-0.78868,-0.14689,"2","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"4901",-2.15845,-2.05349,-1.49257,-0.78253,-1.43249,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4902",0.3444,-0.02685,-0.59008,-0.2043,0.13345,"4","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4903",1.04225,1.02974,0.13392,0.06989,0.54042,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4904",1.59326,0.38912,-0.14075,-0.15359,0.01899,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4905",-0.30843,0.38119,1.02771,0.58402,0.80362,"3","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"4906",0.3934,0.85485,0.33249,-0.05636,-0.0457,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4907",0.19359,1.06492,0.38087,-0.09528,0.34247,"3","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4908",0.03022,0.86656,0.28987,-0.26045,0.13179,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4909",0.46271,1.38435,2.0932,0.29633,1.05024,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4910",1.56015,-0.65392,-0.61191,3.99454,-0.20827,"3","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"4911",-1.41656,-1.40329,-0.88816,-0.78895,-1.62934,"6","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"4912",-0.76078,-1.06429,-1.21211,-0.58709,-1.44576,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4913",0.43364,1.2494,0.53343,0.18404,0.81524,"5","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"4914",-0.2251,0.43934,1.16341,1.16341,1.57498,"3","(0.58,5.4]","(0.8,1.9]","QSO"
"4915",0.24613,0.55929,0.25426,0.17328,0.62668,"6","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4916",1.17089,1.91998,1.75284,0.39437,1.21336,"6","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4917",-0.59736,0.06914,1.06785,2.07725,1.47324,"5","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"4918",1.10529,1.3762,0.54631,0.17489,1.48872,"3","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4919",-2.50525,-2.63337,-2.23873,-0.78913,-0.64952,"6","(0.58,5.4]","(0.048,0.8]","STAR"
"4920",-0.12467,-0.47796,-0.91666,-0.39463,-1.15326,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4921",0.53662,0.1714,-0.48476,-0.24178,0.08313,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4922",0.82471,0.15615,-0.35407,-0.24697,0.01789,"1","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4923",-0.76048,-0.96822,-0.75581,-0.7887,-0.40733,"1","(-0.45,-0.06]","(0.8,1.9]","STAR"
"4924",-1.78792,-2.13895,-2.11889,-0.78929,-0.40678,"1","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"4925",1.73039,1.71885,0.61334,0.1064,1.01374,"1","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4926",-1.39922,-1.5075,-1.45376,-0.66974,-0.5981,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4927",1.74569,1.35498,0.50765,0.43352,0.75828,"5","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4928",-0.61123,-0.56075,-0.30539,-0.55343,-1.4618,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4929",-1.34794,-1.26626,-0.72805,-0.78919,1.09779,"2","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4930",-0.46799,-0.28874,0.63666,-0.79,-0.56713,"3","(0.58,5.4]","(-0.831,-0.327]","STAR"
"4931",0.85742,0.66215,0.22179,-0.11583,0.56199,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4932",0.74956,0.7636,1.83189,0.0063,0.5747,"3","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4933",1.52772,1.07733,0.38559,-0.07222,0.21695,"6","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4934",-0.42903,-0.16648,0.48101,-0.7893,-1.1234,"1","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"4935",-0.22136,0.43802,1.40239,1.39462,1.45499,"3","(0.58,5.4]","(-0.327,0.048]","QSO"
"4936",0.94165,0.99871,0.3606,0.02765,0.44034,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4937",0.37365,1.21606,0.29825,0.03841,1.36321,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4938",1.3569,1.31149,-0.4338,-0.78906,-1.8096,"2","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"4939",-0.42025,-0.76548,-1.08119,-0.48519,0.27777,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4940",-1.0338,-1.12213,-1.02887,-0.63339,-1.20191,"5","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4941",-0.09794,0.99146,1.38495,0.31647,1.38919,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4942",0.49175,0.82145,0.1475,0.00835,0.22911,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4943",-0.59036,-0.42976,-0.39692,-0.4242,-1.87375,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4944",-0.90028,-1.01487,-0.89775,-0.58085,-0.9918,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4945",-0.80593,-1.16582,-1.38491,-0.6068,-1.1704,"3","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4946",-0.29803,-0.59598,-1.04583,-0.49452,-2.08497,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4947",1.32661,0.10993,-0.38145,-0.32368,0.0682,"3","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4948",1.86692,0.70345,0.29568,-0.28849,0.37841,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4949",1.17552,0.44531,0.10337,-0.40193,-0.07833,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4950",-1.69935,-1.90872,-2.0338,-0.68316,-0.77891,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4951",0.70809,0.85109,0.36496,-0.07906,1.42237,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4952",-1.82643,-1.99156,-2.07185,-0.66967,-1.13611,"3","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4953",-1.12972,-1.07517,-0.60557,-0.7897,-0.12256,"4","(-1.18,-0.774]","(0.8,1.9]","STAR"
"4954",0.67451,1.23014,1.47187,0.23285,0.5736,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4955",-1.0184,-1.23325,-1.37624,-0.69263,-1.17703,"1","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4956",0.56786,1.27244,1.36697,0.38984,1.4091,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4957",1.16533,0.57585,-0.12696,-0.05768,0.55756,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4958",0.10714,0.65263,-0.00057,0.05521,0.36292,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4959",0.03905,0.11463,0.72759,-0.78926,1.14866,"4","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"4960",0.9291,1.36446,-0.35472,-0.7894,0.2363,"1","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"4961",0.22633,0.41489,1.08155,2.99025,0.77432,"6","(-0.06,0.58]","(-0.327,0.048]","QSO"
"4962",-1.33157,-1.75153,-2.10434,-0.69857,-0.9918,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4963",-0.29288,0.16609,0.75078,1.53745,0.98775,"6","(0.58,5.4]","(-0.831,-0.327]","QSO"
"4964",0.04914,0.61941,1.1319,0.32096,1.37426,"1","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4965",-0.28191,0.45091,1.17378,1.93159,0.724,"5","(-1.18,-0.774]","(0.8,1.9]","QSO"
"4966",-0.67128,-0.26513,0.48941,1.35192,0.88546,"4","(-0.774,-0.45]","(0.8,1.9]","QSO"
"4967",-1.51282,-1.8664,-2.04814,-0.70542,-0.76122,"1","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4968",1.67916,0.58538,0.02595,-0.11817,-0.16514,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4969",0.17111,-0.54039,-1.06231,-0.37793,0.28385,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"4970",-0.10537,0.61033,1.77895,1.20436,1.09779,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"4971",0.124,0.31094,-0.26226,-0.26116,-0.03133,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4972",-0.75236,-0.3012,0.29791,0.54718,-0.03077,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"4973",-1.19048,-1.13495,-1.04098,-0.58452,-1.40153,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4974",1.10347,0.45088,0.37327,-0.59227,0.06544,"3","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"4975",0.185,0.6691,1.38543,1.72117,0.07207,"6","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"4976",-1.07703,-1.43822,-1.51511,-0.78904,-0.4477,"6","(-0.06,0.58]","(0.8,1.9]","STAR"
"4977",0.2806,0.75491,0.97156,0.12003,1.37371,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4978",0.388,0.92406,1.11905,0.22379,1.29077,"2","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4979",-0.75052,-0.32573,0.53453,1.22648,1.47545,"4","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4980",0.51791,1.06484,1.3702,0.25874,1.4091,"6","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4981",1.1006,1.08088,0.39129,0.04237,0.06986,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4982",1.50785,0.74669,0.27561,0.01209,0.40937,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4983",1.21575,0.60796,0.74655,0.24743,1.41242,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4984",-0.41387,0.1076,1.05381,0.88082,1.61811,"4","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4985",1.50059,0.55679,0.6918,0.08798,-0.0164,"6","(-0.774,-0.45]","(0.8,1.9]","QSO"
"4986",1.48426,2.4659,0.48483,0.12602,0.76492,"6","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4987",0.8773,1.055,1.59734,0.21475,1.35381,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4988",-0.95853,2.03222,2.15413,-0.69198,-0.95641,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4989",-0.55256,-0.59343,-0.00904,-0.78968,-0.40899,"1","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"4990",0.15043,0.75198,1.53667,0.87672,0.98167,"5","(-0.06,0.58]","(0.8,1.9]","QSO"
"4991",1.36994,1.01416,1.47132,0.33783,1.17631,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4992",1.50814,1.36064,0.62513,0.33413,1.03033,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4993",0.62003,0.04992,-0.42143,-0.37111,0.21695,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4994",1.1283,1.56651,1.02726,0.05337,-1.20191,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4995",0.1227,0.10922,-0.061,-0.42416,-1.82122,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4996",0.18859,0.66082,1.85199,1.15976,0.20368,"4","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"4997",-1.43937,-1.47956,-1.30944,-0.693,-0.78168,"5","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4998",-0.2023,-0.39323,-0.5512,-0.55903,-1.28154,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4999",-0.56335,-0.90706,-1.10319,-0.57306,-2.09879,"1","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"5000",0.21723,0.1437,1.26482,3.28299,0.23243,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"5001",-0.10371,-0.65484,-1.08453,-0.78879,-1.25887,"5","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"5002",-0.22844,0.17913,1.26239,-0.78875,0.28109,"1","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"5003",0.66433,1.19658,1.53902,0.34741,1.22331,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"5004",1.61434,0.63664,0.17286,-0.05437,0.44697,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"5005",1.51024,0.53278,-0.02669,-0.12645,-0.02801,"6","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"5006",-0.78699,-1.04097,-1.02009,-0.6961,-1.58345,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"5007",-0.49557,-0.81358,-1.03997,-0.59499,-1.82619,"5","(0.58,5.4]","(0.048,0.8]","GALAXY"
"5008",0.35911,1.50476,-0.33634,-0.78931,-0.06119,"5","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"5009",-0.37859,-0.56648,-0.44547,-0.78909,-0.8331,"2","(-0.06,0.58]","(0.048,0.8]","STAR"
"5010",1.41966,1.1992,0.31285,-0.06649,0.36348,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"5011",0.0378,0.27668,-0.02238,0.0153,0.21805,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"5012",-0.03833,0.01111,-0.47756,-0.28746,-1.6968,"6","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"5013",0.18469,0.63829,1.13927,0.47898,1.49204,"2","(-1.18,-0.774]","(0.048,0.8]","QSO"
"5014",1.14778,1.06215,0.43898,0.07989,0.34081,"6","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"5015",-1.42736,-1.33526,-0.73543,-0.78978,1.24764,"5","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"5016",-0.42741,-0.45105,-0.79693,-0.3825,0.21639,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"5017",-0.5097,0.03916,0.71117,0.79668,0.65875,"1","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"5018",1.17477,1.10826,1.52709,0.74181,1.29298,"4","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"5019",-1.02571,-1.05814,-0.63568,-0.78958,-0.36752,"6","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"5020",1.01766,1.38526,0.66327,0.14277,1.46827,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"5021",1.52883,1.25003,0.46685,-0.78873,-1.88591,"6","(0.58,5.4]","(0.048,0.8]","STAR"
"5022",-0.63907,-0.12444,0.62262,1.65719,1.61756,"4","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"5023",-0.61903,-1.10644,-1.13765,-0.78942,1.61756,"3","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"5024",0.40758,0.77046,1.65638,1.98856,-0.04736,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"5025",0.00397,0.63567,1.52053,1.2462,1.61037,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"5026",1.22618,1.37113,0.42819,-0.78919,0.9673,"2","(-0.45,-0.06]","(0.8,1.9]","STAR"
"5027",-0.74968,-1.2192,-1.51624,-0.64341,-0.57211,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"5028",0.38595,-0.35439,-0.74312,-0.44503,-1.6769,"5","(0.58,5.4]","(0.048,0.8]","GALAXY"
"5029",0.91887,0.67397,-0.01176,-0.07548,0.44089,"1","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"5030",-0.42621,-0.43616,0.07037,-0.78992,0.53987,"4","(-0.774,-0.45]","(0.8,1.9]","STAR"
"5031",1.41943,0.86824,0.35227,0.08215,0.0013,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"5032",-0.38901,0.09199,0.93825,1.30045,1.3715,"2","(-0.45,-0.06]","(0.8,1.9]","QSO"
"5033",-0.13921,0.02086,-0.745,-0.15404,-1.77366,"6","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"5034",1.5561,1.01095,0.4872,0.11816,0.1329,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"5035",0.40292,1.07779,2.94475,0.2472,0.95126,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"5036",0.98372,1.25228,0.66251,0.02999,0.65377,"4","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"5037",0.20111,0.6478,0.23973,-0.09476,0.54319,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"5038",-1.28096,-1.62192,-1.87141,-0.63565,-1.90637,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"5039",-0.80812,-1.14527,-1.31652,-0.64962,-1.98765,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"5040",1.08198,0.95845,0.65983,0.30951,0.61949,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"5041",1.42361,1.16772,0.70371,-0.78931,1.44338,"5","(0.58,5.4]","(-0.327,0.048]","STAR"
"5042",0.06209,-0.09673,-0.53617,-0.35314,0.27832,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"5043",-0.05886,0.12022,-0.534,-0.23161,-2.03908,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"5044",-0.5743,-0.11633,0.49993,0.32309,0.43204,"2","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"5045",1.34405,1.40205,1.20516,0.39227,0.59019,"2","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"5046",0.91208,0.62049,0.03623,-0.18874,-0.04902,"5","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"5047",1.10661,0.42104,-0.18801,-0.30653,0.49397,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"5048",1.85171,1.49738,2.23995,2.19962,0.59019,"2","(0.58,5.4]","(-0.327,0.048]","QSO"
"5049",-0.53587,-1.20882,-2.39066,-0.78921,-1.45129,"2","(-0.774,-0.45]","(-0.327,0.048]","STAR"
"5050",1.91378,0.86276,0.14775,-0.04857,0.22801,"1","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"5051",-0.17966,0.09491,1.4602,-0.7893,0.23243,"3","(-1.18,-0.774]","(0.048,0.8]","STAR"
"5052",-1.1258,-0.98232,-0.27092,-0.78723,-0.42005,"5","(-0.45,-0.06]","(0.048,0.8]","STAR"
"5053",1.29115,0.29628,-0.18148,-0.25665,-1.87209,"5","(0.58,5.4]","(0.048,0.8]","GALAXY"
"5054",-0.44344,0.14328,1.02032,1.81636,0.74943,"3","(-1.18,-0.774]","(0.8,1.9]","QSO"
